transaction_id,transaction_timestamp,transaction_hour,transaction_day_of_week,amount,transaction_type,customer_id,customer_age,account_age_days,customer_region,income_level,transaction_velocity_1h,transaction_velocity_24h,avg_transaction_amount_7d,deviation_from_avg_amount,is_international,merchant_risk_score,device_type,is_new_device,previous_fraud_count,is_night_transaction,high_amount_flag,fraud,true_risk_score
TXN0007374,02/06/2024 19:57,19,Sunday,38.19,online,CUST000815,39,2276,South,low,1,12,71.31,-33.12,0,0.291,mobile,0,0,0,0,0,0.0125
TXN0007375,22/05/2024 12:13,12,Wednesday,481.13,POS,CUST002170,29,1505,Central,low,0,6,44.18,436.95,1,0.111,mobile,0,0,0,0,0,0.3976
TXN0007376,13/02/2024 8:45,8,Tuesday,259.91,POS,CUST004538,34,611,North,low,0,4,27.02,232.89,1,0.266,unknown,0,0,0,0,0,0.2714
TXN0007377,28/06/2024 18:37,18,Friday,156.62,transfer,CUST005173,58,995,Central,medium,2,5,174.53,-17.91,1,0.039,mobile,1,0,0,0,0,0.3945
TXN0007378,15/05/2024 23:55,23,Wednesday,1219.44,POS,CUST001748,51,2705,South,low,0,11,68.83,1150.61,0,0.346,mobile,0,0,1,1,0,0.5377
TXN0007379,03/06/2024 4:25,4,Monday,33.06,transfer,CUST001090,43,3482,North,low,3,1,35.74,-2.68,1,0.356,mobile,1,0,1,0,1,0.5505
TXN0007380,19/06/2024 4:47,4,Wednesday,285.17,POS,CUST001193,26,3717,North,low,2,6,39.8,245.37,0,0.195,mobile,1,0,1,0,0,0.3082
TXN0007381,02/01/2024 1:49,1,Tuesday,6089.6,online,CUST001292,44,234,North,medium,1,3,131.71,5957.89,0,0.209,desktop,0,0,1,1,0,0.5717
TXN0007382,28/04/2024 19:21,19,Sunday,75.43,POS,CUST000355,20,3042,North,low,4,5,133.39,-57.96,0,0.303,mobile,0,0,0,0,0,0.2433
TXN0007383,19/01/2024 5:12,5,Friday,94.32,transfer,CUST004105,35,1094,Central,low,0,2,92.09,2.23,0,0.174,unknown,0,1,1,0,0,0.3401
TXN0007384,11/06/2024 6:14,6,Tuesday,329.11,online,CUST005024,18,360,East,medium,1,15,,317.16,0,0.26,desktop,0,0,0,0,0,0.024
TXN0007385,13/02/2024 2:50,2,Tuesday,260.74,transfer,CUST000397,28,590,West,medium,3,6,113.09,147.65,0,0.324,mobile,0,0,1,0,0,0.1833
TXN0007386,12/04/2024 22:50,22,Friday,66.22,online,CUST002124,47,3065,East,low,2,9,81.16,-14.94,0,0.137,mobile,0,0,0,0,0,0
TXN0007387,09/04/2024 4:50,4,Tuesday,338,POS,CUST004209,42,437,East,low,1,4,44.66,293.34,1,0.265,mobile,1,0,1,0,0,0.5538
TXN0007388,09/02/2024 22:37,22,Friday,95.3,ATM,CUST004487,33,2993,East,medium,3,4,29.73,65.57,0,0.062,unknown,1,0,0,0,0,0.1773
TXN0007389,20/06/2024 17:47,17,Thursday,290.4,transfer,CUST000684,27,3118,South,medium,0,6,134.81,155.59,0,0.242,unknown,0,0,0,0,0,0.0291
TXN0007390,13/02/2024 13:00,13,Tuesday,32.98,online,CUST002220,18,3853,North,medium,0,6,42.82,-9.84,0,0.03,mobile,0,0,0,0,0,0.0281
TXN0007391,25/01/2024 3:25,3,Thursday,84,transfer,CUST005848,18,4509,East,medium,1,6,32.34,51.66,0,0.181,mobile,0,0,1,0,0,0.1921
TXN0007392,17/02/2024 21:40,21,Saturday,70.23,POS,CUST005159,18,2034,North,high,1,4,28.5,41.73,1,0.15,desktop,0,0,0,0,0,0.2761
TXN0007393,09/05/2024 10:20,10,Thursday,60.02,transfer,CUST005713,27,4210,Central,high,1,7,32.15,27.87,0,0.075,mobile,0,0,0,0,0,0.0319
TXN0007394,16/04/2024 19:55,19,Tuesday,476.45,online,CUST005118,18,3681,Central,low,1,4,85.22,391.23,0,0.366,desktop,0,0,0,0,0,0.019
TXN0007395,15/02/2024 12:52,12,Thursday,221.11,POS,CUST001837,50,3935,Central,low,1,2,141.25,79.86,0,0.342,mobile,0,0,0,0,0,0.0295
TXN0007396,20/02/2024 9:40,9,Tuesday,140.12,POS,CUST000961,45,4224,Central,low,0,2,108.65,31.47,0,0.17,unknown,1,0,0,0,0,0.1506
TXN0007397,10/02/2024 11:35,11,Saturday,143.61,POS,CUST002044,35,4173,East,medium,3,1,117.88,25.73,0,,unknown,1,0,0,0,0,0.1575
TXN0007398,26/05/2024 2:06,2,Sunday,110.1,ATM,CUST004696,54,607,North,medium,2,7,36.96,73.14,0,,mobile,1,0,1,0,0,0.3472
TXN0007399,22/02/2024 11:03,11,Thursday,92.77,POS,CUST005808,24,666,Central,low,1,3,45.99,46.78,0,0.029,mobile,0,0,0,0,0,0
TXN0007400,15/05/2024 18:22,18,Wednesday,23.17,online,CUST001354,18,2097,West,low,0,10,124.51,-101.34,0,0.29,mobile,0,0,0,0,0,0.0011
TXN0007401,22/03/2024 1:24,1,Friday,62.62,transfer,CUST000609,35,1093,East,medium,4,5,99.87,-37.25,0,0.335,mobile,1,0,1,0,0,0.4872
TXN0007402,27/01/2024 5:51,5,Saturday,173.35,POS,CUST002236,36,607,West,high,2,2,32.61,140.74,1,0.447,mobile,0,0,1,0,0,0.4212
TXN0007403,26/06/2024 0:04,0,Wednesday,53.32,online,CUST001113,,3364,East,high,0,2,36.6,16.72,0,0.503,mobile,0,0,1,0,0,0.2197
TXN0007404,22/04/2024 8:37,8,Monday,20.52,online,CUST005912,28,4771,South,low,1,4,203.05,-182.53,0,0.186,mobile,0,0,0,0,0,0.0088
TXN0007405,05/02/2024 20:40,20,Monday,348.49,transfer,CUST001290,43,3200,East,low,2,2,113.38,235.11,0,0.395,desktop,0,1,0,0,0,0.1195
TXN0007406,21/01/2024 18:53,18,Sunday,17.89,POS,CUST004791,37,585,North,low,2,4,45,-27.11,0,0.373,mobile,0,0,0,0,0,0
TXN0007407,04/03/2024 22:07,22,Monday,115.68,online,CUST002226,39,1323,South,low,0,7,38.8,76.88,0,0.198,desktop,0,0,0,0,0,0.0328
TXN0007408,09/01/2024 12:15,12,Tuesday,157.39,online,CUST001120,45,2570,South,high,0,2,258.17,-100.78,1,0.093,mobile,0,0,0,0,0,0.2507
TXN0007409,03/06/2024 10:46,10,Monday,78.49,online,CUST003349,36,2246,East,medium,1,2,50.78,27.71,0,0.33,mobile,1,0,0,0,0,0.16
TXN0007410,24/03/2024 7:36,7,Sunday,101.56,online,CUST004566,31,4108,Central,low,1,11,37.4,64.16,0,0.065,mobile,0,0,0,0,0,0.0257
TXN0007411,08/06/2024 0:30,0,Saturday,124.36,POS,CUST003027,33,837,West,low,2,5,91.41,32.95,0,0.245,mobile,0,0,1,0,0,0.2447
TXN0007412,10/05/2024 13:43,13,Friday,60.27,online,CUST005766,24,4499,West,medium,3,9,110.22,-49.95,1,0.254,unknown,0,0,0,0,0,0.1871
TXN0007413,23/03/2024 0:07,0,Saturday,135.17,POS,CUST001934,31,3103,East,medium,0,6,22.93,112.24,1,0.274,mobile,0,0,1,0,0,0.4557
TXN0007414,01/01/2024 23:31,23,Monday,115.87,online,CUST005272,29,2344,South,low,3,4,32.38,83.49,0,,mobile,0,0,1,0,0,0.1717
TXN0007415,11/03/2024 14:23,14,Monday,245.77,online,CUST002850,,4014,South,high,2,9,,84.72,0,0.054,unknown,0,0,0,0,0,0.0326
TXN0007416,14/01/2024 19:39,19,Sunday,41.69,online,CUST005367,47,4807,South,low,1,2,86.1,-44.41,0,0.361,mobile,1,0,0,0,0,0.155
TXN0007417,21/05/2024 0:18,0,Tuesday,202.77,online,CUST002977,33,638,Central,high,2,4,42.49,160.28,0,0.381,mobile,0,1,1,0,0,0.3987
TXN0007418,11/02/2024 2:00,2,Sunday,51.03,POS,CUST003687,42,2908,East,medium,1,3,29.79,21.24,0,0.458,mobile,0,0,1,0,0,0.166
TXN0007419,15/02/2024 1:43,1,Thursday,161.97,POS,CUST001851,40,2670,West,high,0,6,12.7,149.27,0,0.469,mobile,0,1,1,0,0,0.297
TXN0007420,20/05/2024 1:32,1,Monday,4.6,transfer,CUST005058,25,1025,East,medium,1,4,78.9,-74.3,0,0.263,unknown,0,0,1,0,0,0.1657
TXN0007421,21/04/2024 12:27,12,Sunday,88.19,online,CUST002693,49,881,North,low,0,6,84.2,3.99,0,0.514,unknown,0,1,0,0,0,0.1395
TXN0007422,10/06/2024 1:55,1,Monday,97.54,online,CUST005565,34,3169,East,low,3,10,63.63,33.91,0,0.324,mobile,0,0,1,0,0,0.2221
TXN0007423,15/05/2024 4:27,4,Wednesday,119.81,transfer,CUST004781,37,3502,Central,high,3,8,230.21,-110.4,0,0.222,desktop,0,0,1,0,0,0.1791
TXN0007424,26/05/2024 11:42,11,Sunday,188.06,online,CUST002140,,4798,West,low,1,5,16.56,171.5,0,0.202,mobile,1,0,0,0,0,0.1314
TXN0007425,23/04/2024 19:15,19,Tuesday,76.45,POS,CUST000148,25,2968,North,low,2,7,57.63,18.82,0,,mobile,0,0,0,0,0,0.0012
TXN0007426,29/01/2024 16:07,16,Monday,173.61,transfer,CUST002310,41,3623,West,medium,0,4,325.66,-152.05,0,0.063,mobile,0,0,0,0,0,0
TXN0007427,09/04/2024 19:20,19,Tuesday,175.3,POS,CUST004740,27,2254,Central,low,1,2,11.81,163.49,0,0.404,mobile,0,0,0,0,0,0.0269
TXN0007428,18/06/2024 4:39,4,Tuesday,96.73,transfer,CUST001627,26,1156,West,medium,1,3,47.67,49.06,1,0.15,desktop,0,1,1,0,0,0.5067
TXN0007429,13/05/2024 1:57,1,Monday,113.84,POS,CUST001586,38,3288,South,medium,1,3,46.42,67.42,0,0.311,unknown,1,0,1,0,0,0.3455
TXN0007430,07/02/2024 10:44,10,Wednesday,203.56,POS,CUST000460,41,2390,South,low,1,7,69.06,134.5,0,0.192,mobile,0,0,0,0,0,0.0144
TXN0007431,25/06/2024 16:59,16,Tuesday,34.56,online,CUST001438,29,1571,East,low,1,4,26.24,8.32,0,0.044,mobile,0,0,0,0,0,0.0543
TXN0007432,26/05/2024 14:48,14,Sunday,19.79,online,CUST003242,62,144,East,medium,0,5,,-81.77,0,0.233,mobile,0,0,0,0,0,0.0029
TXN0007433,14/06/2024 15:50,15,Friday,119.98,online,CUST005767,18,269,Central,low,1,0,27.05,92.93,0,0.641,mobile,0,0,0,0,0,0.0078
TXN0007434,21/05/2024 4:42,4,Tuesday,67.74,POS,CUST001534,32,2646,West,low,0,2,85.57,-17.83,0,0.425,desktop,0,0,1,0,0,0.1854
TXN0007435,03/01/2024 7:46,7,Wednesday,524.86,transfer,CUST003520,51,2559,North,high,2,4,257.11,267.75,0,0.117,mobile,0,0,0,1,0,0.2008
TXN0007436,07/03/2024 17:08,17,Thursday,105.89,online,CUST000824,41,1311,South,medium,1,2,154.66,-48.77,0,0.259,desktop,0,0,0,0,0,0.0406
TXN0007437,18/04/2024 13:13,13,Thursday,275.23,online,CUST002943,59,4955,West,low,1,6,166.89,108.34,0,0.005,mobile,0,0,0,0,0,0.0038
TXN0007438,28/03/2024 4:19,4,Thursday,351.44,POS,CUST004039,24,3666,East,low,3,5,134.15,217.29,0,0.099,mobile,0,0,1,0,0,0.1327
TXN0007439,22/05/2024 5:06,5,Wednesday,59.48,online,CUST001603,36,320,Central,low,3,6,74.17,-14.69,0,0.397,unknown,0,0,1,0,0,0.1834
TXN0007440,23/02/2024 13:12,13,Friday,239.09,transfer,CUST001516,43,1543,Central,low,3,10,105.79,133.3,0,0.049,mobile,0,0,0,0,0,0.0354
TXN0007441,31/01/2024 17:04,17,Wednesday,203.4,online,CUST003544,31,568,Central,low,0,7,238.42,-35.02,0,0.338,mobile,0,1,0,0,0,0.1184
TXN0007442,25/02/2024 19:52,19,Sunday,99.64,POS,CUST001899,42,2404,West,medium,0,2,44.78,54.86,0,0.177,mobile,0,0,0,0,0,0.0501
TXN0007443,12/06/2024 22:24,22,Wednesday,34.39,POS,CUST000928,25,787,South,low,5,6,32.92,1.47,0,0.303,unknown,0,0,0,0,0,0.2217
TXN0007444,15/04/2024 8:30,8,Monday,510.68,transfer,CUST004619,25,3834,North,low,2,3,200.38,310.3,0,0.056,desktop,0,1,0,0,0,0.1176
TXN0007445,10/01/2024 13:21,13,Wednesday,59.37,ATM,CUST004593,33,4192,Central,medium,1,7,70.03,-10.66,0,0.479,mobile,0,0,0,0,0,0.0286
TXN0007446,12/03/2024 10:22,10,Tuesday,166.02,online,CUST001568,38,2745,North,high,1,5,60.33,105.69,0,0.019,mobile,0,0,0,0,0,0.0082
TXN0007447,18/03/2024 4:45,4,Monday,288.77,ATM,CUST001288,42,2663,South,low,2,7,81.54,207.23,0,0.393,unknown,1,0,1,0,0,0.3654
TXN0007448,16/02/2024 6:12,6,Friday,53.77,online,CUST004552,28,2378,West,medium,4,4,41.95,11.82,0,0.206,mobile,0,0,0,0,0,0.1554
TXN0007449,16/03/2024 1:51,1,Saturday,111.93,online,CUST005569,65,2294,West,medium,5,4,18.55,93.38,0,0.223,unknown,1,0,1,0,0,0.4882
TXN0007450,12/04/2024 20:30,20,Friday,26.17,transfer,CUST004457,26,4225,South,low,1,4,182.27,-156.1,0,0.112,mobile,0,0,0,0,0,0.0046
TXN0007451,14/06/2024 6:06,6,Friday,107.42,online,CUST004120,21,4592,Central,medium,2,4,37.08,70.34,0,0.33,mobile,0,0,0,0,0,0
TXN0007452,11/05/2024 0:25,0,Saturday,67.24,online,CUST003480,34,322,Central,low,1,5,60.82,6.42,0,0.521,mobile,0,0,1,0,0,0.2177
TXN0007453,10/06/2024 19:10,19,Monday,350.36,POS,CUST003501,50,2918,South,medium,2,7,37.34,313.02,0,0.221,mobile,0,0,0,0,0,0
TXN0007454,17/02/2024 9:49,9,Saturday,78.53,POS,CUST002181,33,808,North,medium,4,5,11.28,67.25,0,0.109,unknown,0,0,0,0,0,0.1454
TXN0007455,13/02/2024 2:03,2,Tuesday,112.84,online,CUST003751,32,2271,East,low,2,1,37.5,75.34,0,0.413,mobile,0,0,1,0,0,0.2743
TXN0007456,11/05/2024 0:23,0,Saturday,313.14,online,CUST002057,40,1374,South,medium,1,5,46.85,266.29,0,0.161,unknown,0,0,1,0,0,0.2005
TXN0007457,01/03/2024 21:23,21,Friday,83.47,transfer,CUST004978,24,1045,Central,medium,0,4,99.33,-15.86,0,0.477,desktop,0,0,0,0,0,0.0133
TXN0007458,30/03/2024 12:42,12,Saturday,343.76,online,CUST001180,24,1293,West,medium,2,4,101.35,242.41,0,0.231,mobile,0,1,0,0,0,0.0981
TXN0007459,18/02/2024 17:20,17,Sunday,320.01,online,CUST003265,32,4131,North,low,3,11,35.43,284.58,0,0.217,desktop,0,0,0,0,0,0
TXN0007460,25/03/2024 2:31,2,Monday,103.84,POS,CUST004902,34,875,West,low,1,6,41.19,62.65,0,0.078,desktop,0,0,1,0,0,0.1784
TXN0007461,03/02/2024 1:18,1,Saturday,100.35,ATM,CUST003106,30,4223,North,high,3,5,109.05,-8.7,0,0.45,mobile,1,0,1,0,0,0.3778
TXN0007462,16/01/2024 17:28,17,Tuesday,45.18,online,CUST002610,53,2482,East,medium,1,6,74.96,-29.78,0,0.429,mobile,1,0,0,0,0,0.1562
TXN0007463,23/02/2024 12:17,12,Friday,203.3,online,CUST001503,42,4201,West,medium,2,3,96.13,107.17,0,0.583,mobile,0,0,0,0,0,0
TXN0007464,01/01/2024 23:03,23,Monday,291.59,online,CUST003146,48,3617,East,medium,0,8,29.12,262.47,0,0.325,unknown,0,1,1,0,0,0.3024
TXN0007465,18/05/2024 5:08,5,Saturday,365.39,POS,CUST003134,33,4053,West,medium,1,3,25.31,340.08,0,0.303,mobile,1,0,1,0,0,0.2839
TXN0007466,20/02/2024 12:01,12,Tuesday,48.38,online,CUST004095,62,1506,West,high,3,6,56.94,-8.56,0,0.364,mobile,0,0,0,0,0,0.0264
TXN0007467,23/01/2024 8:34,8,Tuesday,1060.99,POS,CUST002611,44,2294,Central,low,5,1,56.78,1004.21,0,0.245,mobile,1,0,0,1,0,0.7044
TXN0007468,13/02/2024 18:23,18,Tuesday,9.72,transfer,CUST001286,37,1335,North,medium,0,8,31.97,-22.25,1,0.503,mobile,0,0,0,0,0,0.2957
TXN0007469,22/06/2024 5:36,5,Saturday,106.31,POS,CUST003235,43,273,Central,low,0,4,79.5,26.81,1,0.392,mobile,1,0,1,0,0,0.5489
TXN0007470,03/01/2024 6:26,6,Wednesday,862.27,online,CUST001215,33,4376,West,medium,0,2,41.07,821.2,0,0.091,desktop,0,0,0,1,0,0.3908
TXN0007471,06/06/2024 13:19,13,Thursday,64.2,online,CUST001089,22,3641,South,low,0,5,34.41,29.79,0,0.087,mobile,1,0,0,0,0,0.1142
TXN0007472,16/06/2024 11:13,11,Sunday,299.62,POS,CUST003396,48,1644,North,low,0,7,173.43,126.19,0,0.36,mobile,0,0,0,0,0,0.0461
TXN0007473,26/04/2024 4:00,4,Friday,719.81,online,CUST005495,24,436,South,low,2,6,68.79,651.02,1,0.264,mobile,0,0,1,1,0,0.8531
TXN0007474,26/01/2024 13:55,13,Friday,62.69,online,CUST005609,38,3681,Central,low,3,4,111.72,-49.03,0,0.122,mobile,0,0,0,0,0,0
TXN0007475,16/01/2024 3:00,3,Tuesday,642.73,online,CUST001848,45,1426,West,low,4,5,87.6,555.13,0,0.254,desktop,0,1,1,1,0,0.9134
TXN0007476,05/06/2024 13:24,13,Wednesday,26.64,online,CUST001034,49,4492,East,high,2,3,69.9,-43.26,0,0.686,mobile,0,0,0,0,0,0
TXN0007477,16/05/2024 16:06,16,Thursday,20.62,online,CUST001055,48,4598,South,low,2,2,20.9,-0.28,0,0.208,mobile,0,0,0,0,0,0
TXN0007478,18/01/2024 20:06,20,Thursday,57.03,online,CUST005973,60,3818,North,high,1,7,72.65,-15.62,0,0.127,mobile,0,0,0,0,0,0
TXN0007479,15/01/2024 18:06,18,Monday,22.21,online,CUST004226,51,723,South,medium,3,9,49.59,-27.38,0,0.261,mobile,0,0,0,0,0,0.08
TXN0007480,26/03/2024 5:55,5,Tuesday,140.63,transfer,CUST002398,28,741,Central,high,0,6,34.94,105.69,0,0.037,mobile,1,0,1,0,0,0.306
TXN0007481,10/02/2024 0:45,0,Saturday,19.68,POS,CUST005223,35,3356,East,medium,2,4,,-48.14,0,0.309,mobile,0,0,1,0,0,0.2028
TXN0007482,12/03/2024 13:21,13,Tuesday,14.67,POS,CUST004864,,3017,North,high,0,4,206.36,-191.69,0,0.289,mobile,0,0,0,0,0,0.0162
TXN0007483,01/05/2024 3:43,3,Wednesday,13.8,online,CUST001454,62,2312,West,medium,1,8,58.34,-44.54,0,0.153,unknown,1,0,1,0,0,0.2798
TXN0007484,11/04/2024 14:01,14,Thursday,29.75,POS,CUST000369,69,3337,South,medium,1,3,83.82,-54.07,0,0.14,mobile,0,0,0,0,0,0.0188
TXN0007485,05/02/2024 0:11,0,Monday,115.72,POS,CUST005622,31,4042,Central,medium,1,3,80.12,35.6,1,0.158,mobile,0,0,1,0,0,0.4065
TXN0007486,15/01/2024 13:52,13,Monday,41.01,online,CUST004082,22,2743,Central,low,2,4,34.7,6.31,0,0.188,mobile,0,0,0,0,0,0.0072
TXN0007487,29/05/2024 22:46,22,Wednesday,287.14,POS,CUST005048,47,4016,East,low,1,4,42.05,245.09,0,0.087,desktop,0,0,0,0,0,0.0049
TXN0007488,30/01/2024 0:53,0,Tuesday,131.47,online,CUST000464,39,3442,West,low,1,8,67.54,63.93,0,0.549,mobile,0,0,1,0,0,0.1563
TXN0007489,15/01/2024 16:46,16,Monday,426.68,online,CUST000548,43,1822,South,medium,3,6,39.01,387.67,0,0.092,desktop,0,0,0,0,0,0.0426
TXN0007490,28/05/2024 17:00,17,Tuesday,997.74,transfer,CUST003610,38,520,South,low,2,7,604.14,393.6,0,0.153,unknown,1,0,0,1,0,0.3308
TXN0007491,18/05/2024 17:38,17,Saturday,56.98,transfer,CUST001511,37,3015,Central,medium,2,9,140.96,-83.98,0,0.261,mobile,1,1,0,0,0,0.2418
TXN0007492,19/01/2024 20:57,20,Friday,58.29,online,CUST001482,34,2467,East,medium,0,2,85.38,-27.09,0,0.326,unknown,0,0,0,0,0,0
TXN0007493,15/02/2024 8:12,8,Thursday,172.56,online,CUST005627,50,31,North,low,1,7,34.3,138.26,0,0.584,mobile,0,0,0,0,0,0
TXN0007494,05/06/2024 10:59,10,Wednesday,20.36,ATM,CUST005854,24,1747,South,medium,0,7,41.28,-20.92,0,0.215,mobile,0,0,0,0,0,0.0153
TXN0007495,11/05/2024 6:05,6,Saturday,31.72,POS,CUST002886,40,154,Central,medium,1,7,55.05,-23.33,0,0.152,desktop,0,0,0,0,0,0.0403
TXN0007496,30/03/2024 4:53,4,Saturday,129.51,online,CUST005154,50,976,Central,low,0,2,32.12,97.39,0,,unknown,0,0,1,0,0,0.1781
TXN0007497,14/05/2024 16:41,16,Tuesday,333.67,POS,CUST003203,45,2707,South,high,1,9,111.04,222.63,0,0.459,desktop,0,0,0,0,0,0.029
TXN0007498,23/05/2024 7:58,7,Thursday,34.87,POS,CUST004938,49,2617,North,medium,1,4,137.99,-103.12,0,0.266,desktop,0,0,0,0,0,0
TXN0007499,17/03/2024 10:32,10,Sunday,62.63,POS,CUST004974,40,4248,South,low,1,8,93,-30.37,0,0.165,mobile,0,0,0,0,0,0
TXN0007500,28/05/2024 7:47,7,Tuesday,24.07,POS,CUST001834,37,4458,North,low,0,4,39.71,-15.64,0,0.466,mobile,0,0,0,0,0,0
TXN0007501,23/01/2024 7:57,7,Tuesday,68.14,online,CUST005114,35,2508,West,medium,2,6,76.83,-8.69,0,0.145,mobile,0,0,0,0,0,0.0435
TXN0007502,19/04/2024 5:05,5,Friday,24.98,online,CUST004376,41,4485,North,low,2,9,115.23,-90.25,0,0.462,mobile,1,0,1,0,0,0.31
TXN0007503,27/02/2024 10:08,10,Tuesday,37.2,POS,CUST004494,46,4004,North,low,2,5,70.65,-33.45,0,0.121,mobile,0,0,0,0,0,0
TXN0007504,06/03/2024 17:45,17,Wednesday,136.6,POS,CUST003545,34,2789,North,medium,3,2,103.28,33.32,0,0.338,desktop,0,0,0,0,0,0.0277
TXN0007505,26/01/2024 15:27,15,Friday,18.3,POS,CUST004242,25,1619,East,high,0,5,81.17,-62.87,0,0.288,mobile,1,1,0,0,0,0.2656
TXN0007506,15/04/2024 5:20,5,Monday,36.11,POS,CUST004213,31,1201,South,high,3,1,103.45,-67.34,0,0.194,desktop,0,0,1,0,0,0.2219
TXN0007507,25/04/2024 11:25,11,Thursday,22.23,POS,CUST000466,37,4319,Central,high,3,3,169.4,-147.17,0,0.36,mobile,0,0,0,0,0,0.0132
TXN0007508,18/06/2024 5:39,5,Tuesday,156.26,POS,CUST005797,45,931,North,low,0,3,52.08,104.18,0,0.221,mobile,0,0,1,0,0,0.169
TXN0007509,03/02/2024 16:57,16,Saturday,200.32,transfer,CUST002590,30,1362,Central,medium,1,4,100.09,100.23,0,0.4,unknown,0,0,0,0,0,0
TXN0007510,12/02/2024 6:21,6,Monday,63.48,online,CUST003342,47,3502,West,medium,2,8,92.39,-28.91,0,0.184,mobile,1,0,0,0,0,0.1644
TXN0007511,17/03/2024 21:30,21,Sunday,179.4,POS,CUST004726,43,1329,Central,medium,0,4,96.43,82.97,0,0.106,mobile,0,0,0,0,0,0.0233
TXN0007512,28/01/2024 11:48,11,Sunday,296.17,POS,CUST003305,28,4640,North,medium,2,4,157.4,138.77,0,,desktop,0,0,0,0,0,0.007
TXN0007513,19/03/2024 18:35,18,Tuesday,259.46,online,CUST003860,38,1868,West,medium,1,6,106.93,152.53,0,0.092,mobile,0,0,0,0,0,0.0198
TXN0007514,22/01/2024 3:18,3,Monday,108.4,online,CUST001252,48,2524,North,high,3,3,41.6,66.8,0,0.333,mobile,0,1,1,0,0,0.2731
TXN0007515,05/04/2024 17:38,17,Friday,66.73,online,CUST005803,38,3628,East,medium,5,3,47.23,19.5,0,0.204,mobile,0,0,0,0,0,0.1713
TXN0007516,13/05/2024 6:40,6,Monday,12.36,online,CUST005683,55,131,North,low,0,6,43.65,-31.29,0,0.159,mobile,0,0,0,0,0,0
TXN0007517,08/04/2024 0:08,0,Monday,291.13,transfer,CUST000946,72,2681,North,high,1,6,34.48,256.65,1,0.182,mobile,1,0,1,0,0,0.5722
TXN0007518,09/04/2024 11:43,11,Tuesday,720.31,POS,CUST005132,37,3571,Central,low,1,4,138.86,581.45,0,0.259,mobile,0,0,0,1,0,0.4312
TXN0007519,10/05/2024 3:00,3,Friday,38.2,transfer,CUST001485,49,330,East,low,1,4,111.86,-73.66,0,0.122,mobile,1,0,1,0,0,0.3246
TXN0007520,14/02/2024 4:32,4,Wednesday,46.69,ATM,CUST000862,43,4747,West,low,0,6,163.42,-116.73,0,0.222,desktop,0,0,1,0,0,0.2049
TXN0007521,25/06/2024 15:29,15,Tuesday,83.66,online,CUST005157,20,206,East,high,2,4,66.43,17.23,0,0.132,mobile,0,0,0,0,0,0.0396
TXN0007522,04/01/2024 21:42,21,Thursday,160.23,POS,CUST003630,51,3476,East,low,1,6,83.67,76.56,0,0.115,desktop,0,0,0,0,0,0
TXN0007523,02/03/2024 2:22,2,Saturday,5.84,POS,CUST001086,34,646,East,low,2,5,95.95,-90.11,0,,mobile,0,0,1,0,0,0.2239
TXN0007524,31/01/2024 9:29,9,Wednesday,3065.8,POS,CUST001136,43,1095,North,low,4,3,58.52,3007.28,0,0.316,mobile,0,0,0,1,0,0.5714
TXN0007525,03/01/2024 5:50,5,Wednesday,52.36,online,CUST005879,35,3899,Central,high,2,6,55.53,-3.17,0,0.185,desktop,1,0,1,0,0,0.345
TXN0007526,09/02/2024 12:50,12,Friday,66.06,online,CUST002459,40,4135,North,medium,3,6,18.18,47.88,0,0.492,mobile,1,0,0,0,0,0.1502
TXN0007527,05/06/2024 10:48,10,Wednesday,136.33,online,CUST002102,51,4399,East,medium,1,2,57.71,78.62,0,0.291,mobile,0,0,0,0,0,0.0396
TXN0007528,29/01/2024 1:05,1,Monday,162.47,POS,CUST000324,38,3068,West,low,1,7,73.41,89.06,0,0.317,desktop,0,0,1,0,0,0.152
TXN0007529,01/01/2024 11:53,11,Monday,174.58,online,CUST004952,18,514,South,high,3,5,93.52,81.06,0,0.205,unknown,0,0,0,0,0,0
TXN0007530,17/05/2024 21:13,21,Friday,117.94,online,CUST003880,39,3134,North,low,0,7,390.39,-272.45,0,0.223,mobile,0,1,0,0,0,0.1215
TXN0007531,18/04/2024 22:41,22,Thursday,217.47,online,CUST005378,41,1481,West,low,0,2,175,42.47,0,0.222,desktop,0,1,0,0,0,0.1624
TXN0007532,09/02/2024 6:39,6,Friday,166.55,POS,CUST004186,33,2768,North,medium,2,6,31.52,135.03,0,0.109,mobile,0,0,0,0,0,0.0185
TXN0007533,05/02/2024 6:40,6,Monday,223.81,online,CUST000576,21,2753,East,medium,1,8,119.3,104.51,0,0.2,mobile,0,0,0,0,0,0.0231
TXN0007534,25/03/2024 3:42,3,Monday,26.37,transfer,CUST003850,57,3000,West,low,0,2,41.3,-14.93,0,0.22,mobile,1,1,1,0,0,0.4975
TXN0007535,29/01/2024 6:39,6,Monday,332.68,online,CUST001311,38,3585,East,high,1,6,56.74,275.94,0,0.121,mobile,0,0,0,0,0,0.0053
TXN0007536,24/06/2024 7:21,7,Monday,51.52,POS,CUST003688,45,4377,East,medium,2,7,40.95,10.57,0,0.494,desktop,0,0,0,0,0,0.0345
TXN0007537,28/04/2024 17:15,17,Sunday,839.67,ATM,CUST005505,18,4165,Central,medium,3,6,164.47,675.2,0,0.195,mobile,0,0,0,1,0,0.3988
TXN0007538,18/01/2024 11:52,11,Thursday,43.9,transfer,CUST001758,49,2589,East,medium,3,5,164.09,-120.19,0,0.473,desktop,0,0,0,0,0,0
